Ensembl Gene ID (Human)	Ensembl Gene ID (Mouse)	Human Gene Symbol	PS score (P-value)	PS score (Z-score)	PG classification	Semantic similarity
ENSG00000023228	ENSMUSG00000025968	NDUFS1	0.238194306	0.712123	MPG	0.663548
ENSG00000102967	ENSMUSG00000031730	DHODH	0.23886044	0.709973	MPG	0.808237
ENSG00000116957	ENSMUSG00000039233	TBCE	0.239846009	0.706798	MPG	0.786569
ENSG00000048392	ENSMUSG00000022292	RRM2B	0.241205521	0.70243	MPG	1.257715
ENSG00000109654	ENSMUSG00000027993	TRIM2	0.241498637	0.70149	MPG	0.935378
ENSG00000155380	ENSMUSG00000032902	SLC16A1	0.241531702	0.701384	MPG	1.064023
ENSG00000101384	ENSMUSG00000027276	JAG1	0.242107312	0.69954	MPG	1.249342
ENSG00000148737	ENSMUSG00000024985	TCF7L2	0.24322193	0.695976	MPG	1.3173
ENSG00000164087	ENSMUSG00000023345	POC1A	0.244958136	0.690442	MPG	1.023685
ENSG00000133103	ENSMUSG00000027742	COG6	0.246641672	0.685096	MPG	1.253709
ENSG00000172071	ENSMUSG00000031668	EIF2AK3	0.246657132	0.685047	MPG	1.246117
ENSG00000145794	ENSMUSG00000024593	MEGF10	0.246872671	0.684364	MPG	0.674148
ENSG00000149177	ENSMUSG00000025314	PTPRJ	0.246911182	0.684242	MPG	1.313419
ENSG00000047578	ENSMUSG00000032743	KIAA0556	0.248178787	0.680232	MPG	0.818814
ENSG00000109323	ENSMUSG00000028164	MANBA	0.248656695	0.678723	LPG	0.930053
ENSG00000128039	ENSMUSG00000029233	SRD5A3	0.248817058	0.678217	LPG	0.891689
ENSG00000169297	ENSMUSG00000025056	NR0B1	0.249030432	0.677544	LPG	1.266692
ENSG00000117425	ENSMUSG00000028681	PTCH2	0.249905868	0.674786	LPG	0.890999
ENSG00000140650	ENSMUSG00000022711	PMM2	0.250005958	0.674471	LPG	1.243764
ENSG00000148795	ENSMUSG00000003555	CYP17A1	0.250394764	0.673248	LPG	1.079075
ENSG00000136827	ENSMUSG00000026849	TOR1A	0.250930015	0.671566	LPG	1.265197
ENSG00000188827	ENSMUSG00000039738	SLX4	0.251553538	0.669609	LPG	1.25013
ENSG00000186439	ENSMUSG00000019787	TRDN	0.252478056	0.666712	LPG	0.86627
ENSG00000049860	ENSMUSG00000021665	HEXB	0.252526294	0.666561	LPG	1.249426
ENSG00000105397	ENSMUSG00000032175	TYK2	0.252794404	0.665722	LPG	1.286656
ENSG00000161653	ENSMUSG00000048217	NAGS	0.25307226	0.664853	LPG	0.815183
ENSG00000165917	ENSMUSG00000002104	RAPSN	0.253972793	0.66204	LPG	0.777177
ENSG00000138684	ENSMUSG00000027718	IL21	0.255448055	0.657443	LPG	1.074807
ENSG00000136425	ENSMUSG00000037493	CIB2	0.257398027	0.651388	LPG	0.861721
ENSG00000064835	ENSMUSG00000004842	POU1F1	0.257530344	0.650978	LPG	1.245824
ENSG00000198589	ENSMUSG00000028080	LRBA	0.257918462	0.649776	LPG	0.794913
ENSG00000072195	ENSMUSG00000026207	SPEG	0.258021839	0.649456	LPG	1.051549
ENSG00000111341	ENSMUSG00000030218	MGP	0.258059965	0.649338	LPG	1.245445
ENSG00000143921	ENSMUSG00000024254	ABCG8	0.258657109	0.647491	LPG	0.665974
ENSG00000166819	ENSMUSG00000030546	PLIN1	0.259049019	0.64628	LPG	1.281162
ENSG00000136689	ENSMUSG00000026981	IL1RN	0.260359007	0.642239	LPG	1.25786
ENSG00000204103	ENSMUSG00000074622	MAFB	0.260395039	0.642128	LPG	1.243779
ENSG00000143199	ENSMUSG00000026567	ADCY10	0.260610632	0.641464	LPG	0.968447
ENSG00000112357	ENSMUSG00000020003	PEX7	0.261220893	0.639586	LPG	1.236002
ENSG00000165821	ENSMUSG00000049532	SALL2	0.262361488	0.636082	LPG	0.697586
ENSG00000164736	ENSMUSG00000025902	SOX17	0.26263921	0.63523	LPG	1.089159
ENSG00000215193	ENSMUSG00000067825	PEX26	0.263666975	0.632081	LPG	0.677188
ENSG00000132763	ENSMUSG00000028690	MMACHC	0.266178523	0.624412	LPG	1.010174
ENSG00000110395	ENSMUSG00000034342	CBL	0.266388337	0.623773	LPG	1.232483
ENSG00000044090	ENSMUSG00000038545	CUL7	0.266431032	0.623643	LPG	0.880723
ENSG00000167186	ENSMUSG00000030652	COQ7	0.266789481	0.622552	LPG	0.916916
ENSG00000173894	ENSMUSG00000025577	CBX2	0.266906169	0.622197	LPG	1.085092
ENSG00000159459	ENSMUSG00000027272	UBR1	0.268365459	0.617764	LPG	1.008813
ENSG00000198380	ENSMUSG00000029992	GFPT1	0.26895914	0.615964	LPG	0.673411
ENSG00000169554	ENSMUSG00000026872	ZEB2	0.269706133	0.613702	LPG	0.878726
ENSG00000042088	ENSMUSG00000021177	TDP1	0.269729927	0.61363	LPG	0.850512
ENSG00000004848	ENSMUSG00000035277	ARX	0.270812011	0.610359	LPG	1.229499
ENSG00000196743	ENSMUSG00000000594	GM2A	0.270819296	0.610337	LPG	0.914059
ENSG00000187741	ENSMUSG00000032815	FANCA	0.270954752	0.609928	LPG	1.229403
ENSG00000051523	ENSMUSG00000006519	CYBA	0.270981251	0.609848	LPG	1.236318
ENSG00000135454	ENSMUSG00000006731	B4GALNT1	0.274464422	0.599366	LPG	0.655307
ENSG00000178209	ENSMUSG00000022565	PLEC	0.274794538	0.598376	LPG	1.226832
ENSG00000003393	ENSMUSG00000026024	ALS2	0.275596298	0.595974	LPG	1.226298
ENSG00000156113	ENSMUSG00000063142	KCNMA1	0.276030702	0.594674	LPG	1.283795
ENSG00000079482	ENSMUSG00000031214	OPHN1	0.276659846	0.592793	LPG	1.003704
ENSG00000099769	ENSMUSG00000046070	IGFALS	0.276990587	0.591805	LPG	0.710804
ENSG00000112640	ENSMUSG00000059409	PPP2R5D	0.277005321	0.591761	LPG	0.653621
ENSG00000171503	ENSMUSG00000027809	ETFDH	0.278517237	0.587252	LPG	0.636605
ENSG00000196811	ENSMUSG00000026253	CHRNG	0.278973375	0.585894	LPG	1.002292
ENSG00000119723	ENSMUSG00000021235	COQ6	0.279936216	0.583031	LPG	0.928791
ENSG00000131779	ENSMUSG00000028102	PEX11B	0.280231814	0.582153	LPG	0.950608
ENSG00000107537	ENSMUSG00000026664	PHYH	0.282078498	0.576678	LPG	1.018166
ENSG00000182197	ENSMUSG00000061731	EXT1	0.282699418	0.574841	LPG	1.033626
ENSG00000104936	ENSMUSG00000030409	DMPK	0.282980179	0.574011	LPG	1.017577
ENSG00000173402	ENSMUSG00000039952	DAG1	0.283796837	0.571599	LPG	1.017043
ENSG00000134871	ENSMUSG00000031503	COL4A2	0.285687033	0.566029	LPG	1.050122
ENSG00000146733	ENSMUSG00000029446	PSPH	0.286571738	0.563428	LPG	1.257749
ENSG00000186575	ENSMUSG00000009073	NF2	0.287365707	0.561097	LPG	1.225051
ENSG00000198001	ENSMUSG00000059883	IRAK4	0.2877595	0.559942	LPG	1.065662
ENSG00000125863	ENSMUSG00000027274	MKKS	0.288619569	0.557422	LPG	1.013909
ENSG00000123297	ENSMUSG00000040521	TSFM	0.290235112	0.552698	LPG	0.62915
ENSG00000168389	ENSMUSG00000028655	MFSD2A	0.29076337	0.551156	LPG	1.254281
ENSG00000128731	ENSMUSG00000030451	HERC2	0.292937973	0.544822	LPG	0.898737
ENSG00000144730	ENSMUSG00000040717	IL17RD	0.293675762	0.542678	LPG	0.806625
ENSG00000115221	ENSMUSG00000026971	ITGB6	0.294481289	0.54034	LPG	0.917615
ENSG00000185345	ENSMUSG00000023826	PRKN	0.294985864	0.538877	LPG	1.232
ENSG00000135828	ENSMUSG00000066800	RNASEL	0.295951976	0.536079	LPG	0.69476
ENSG00000110651	ENSMUSG00000037706	CD81	0.296884241	0.533383	LPG	1.263523
ENSG00000174842	ENSMUSG00000029276	GLMN	0.297084286	0.532805	LPG	0.826518
ENSG00000108384	ENSMUSG00000007646	RAD51C	0.299044366	0.527151	LPG	1.022171
ENSG00000008086	ENSMUSG00000031292	CDKL5	0.300987663	0.521562	LPG	0.878296
ENSG00000147383	ENSMUSG00000031349	NSDHL	0.301088303	0.521273	LPG	1.209677
ENSG00000102935	ENSMUSG00000045333	ZNF423	0.302897871	0.516084	LPG	1.244369
ENSG00000101109	ENSMUSG00000018209	STK4	0.303671791	0.513869	LPG	1.243743
ENSG00000109424	ENSMUSG00000031710	UCP1	0.304381846	0.511839	LPG	1.05065
ENSG00000131910	ENSMUSG00000037583	NR0B2	0.304381846	0.511839	LPG	1.05065
ENSG00000102575	ENSMUSG00000001348	ACP5	0.305248202	0.509365	LPG	1.003285
ENSG00000165102	ENSMUSG00000037260	HGSNAT	0.30716442	0.503904	LPG	0.985515
ENSG00000186153	ENSMUSG00000004637	WWOX	0.307335561	0.503417	LPG	1.211721
ENSG00000163913	ENSMUSG00000030323	IFT122	0.307989938	0.501556	LPG	1.20529
ENSG00000102879	ENSMUSG00000030707	CORO1A	0.308838267	0.499146	LPG	1.239583
ENSG00000078747	ENSMUSG00000027598	ITCH	0.309283255	0.497883	LPG	1.01514
ENSG00000131979	ENSMUSG00000037580	GCH1	0.309962727	0.495956	LPG	0.616907
ENSG00000119899	ENSMUSG00000049624	SLC17A5	0.311187908	0.492486	LPG	0.983179
ENSG00000185818	ENSMUSG00000048142	NAT8L	0.312029446	0.490106	LPG	0.922923
ENSG00000171680	ENSMUSG00000039713	PLEKHG5	0.313759439	0.485222	LPG	0.630004
ENSG00000113140	ENSMUSG00000018593	SPARC	0.314186902	0.484017	LPG	1.218275
ENSG00000126759	ENSMUSG00000001128	CFP	0.314829807	0.482206	LPG	0.811498
ENSG00000077943	ENSMUSG00000026768	ITGA8	0.315242258	0.481045	LPG	1.20655
ENSG00000141252	ENSMUSG00000017288	VPS53	0.317705743	0.474124	LPG	0.756032
ENSG00000161395	ENSMUSG00000038208	PGAP3	0.318465179	0.471995	LPG	0.995023
ENSG00000166228	ENSMUSG00000020098	PCBD1	0.318913565	0.470739	LPG	0.787847
ENSG00000136573	ENSMUSG00000014453	BLK	0.319490503	0.469124	LPG	0.675483
ENSG00000082458	ENSMUSG00000000881	DLG3	0.319546612	0.468967	LPG	1.008194
ENSG00000105695	ENSMUSG00000036634	MAG	0.320002431	0.467692	LPG	1.007888
ENSG00000010704	ENSMUSG00000006611	HFE	0.32013011	0.467335	LPG	1.197676
ENSG00000102145	ENSMUSG00000031162	GATA1	0.320455302	0.466426	LPG	1.197473
ENSG00000111046	ENSMUSG00000035923	MYF6	0.324470811	0.455233	LPG	1.032983
ENSG00000142611	ENSMUSG00000039410	PRDM16	0.324482321	0.455201	LPG	1.227164
ENSG00000148290	ENSMUSG00000015790	SURF1	0.324538073	0.455046	LPG	0.975518
ENSG00000018625	ENSMUSG00000007097	ATP1A2	0.325893158	0.451282	LPG	0.990444
ENSG00000174640	ENSMUSG00000032548	SLCO2A1	0.326534422	0.449503	LPG	0.801789
ENSG00000049239	ENSMUSG00000028980	H6PD	0.327865443	0.445815	LPG	0.909602
ENSG00000104973	ENSMUSG00000002968	MED25	0.328976542	0.442741	LPG	0.605425
ENSG00000100393	ENSMUSG00000055024	EP300	0.328979797	0.442732	LPG	1.197696
ENSG00000017427	ENSMUSG00000020053	IGF1	0.332948114	0.431787	LPG	1.195166
ENSG00000144554	ENSMUSG00000034023	FANCD2	0.333103678	0.431359	LPG	0.970671
ENSG00000176619	ENSMUSG00000062075	LMNB2	0.333264361	0.430917	LPG	0.85865
ENSG00000134905	ENSMUSG00000056228	CARS2	0.33509728	0.425881	LPG	0.663033
ENSG00000134323	ENSMUSG00000037169	MYCN	0.335389179	0.42508	LPG	1.188274
ENSG00000112964	ENSMUSG00000055737	GHR	0.33668588	0.421525	LPG	1.20264
ENSG00000198682	ENSMUSG00000024899	PAPSS2	0.337282176	0.419892	LPG	1.202232
ENSG00000177628	ENSMUSG00000028048	GBA	0.338073365	0.417727	LPG	1.186638
ENSG00000128602	ENSMUSG00000001761	SMO	0.338684147	0.416057	LPG	1.201272
ENSG00000184634	ENSMUSG00000079487	MED12	0.34035517	0.411494	LPG	0.966606
ENSG00000170099	ENSMUSG00000060807	SERPINA6	0.342103519	0.406729	LPG	0.77114
ENSG00000166126	ENSMUSG00000021278	AMN	0.342623358	0.405314	LPG	1.006724
ENSG00000113580	ENSMUSG00000024431	NR3C1	0.342691345	0.405129	LPG	1.213014
ENSG00000104320	ENSMUSG00000028224	NBN	0.343024371	0.404223	LPG	1.183633
ENSG00000054523	ENSMUSG00000063077	KIF1B	0.343032092	0.404202	LPG	1.183628
ENSG00000169252	ENSMUSG00000045730	ADRB2	0.343500228	0.402929	LPG	1.00608
ENSG00000125347	ENSMUSG00000018899	IRF1	0.343620519	0.402602	LPG	1.220268
ENSG00000065135	ENSMUSG00000000001	GNAI3	0.344451582	0.400344	LPG	0.739701
ENSG00000158815	ENSMUSG00000022101	FGF17	0.347212551	0.392857	LPG	0.653525
ENSG00000160188	ENSMUSG00000024033	RSPH1	0.350065365	0.385144	LPG	0.765505
ENSG00000177192	ENSMUSG00000029507	PUS1	0.351107932	0.382331	LPG	0.735714
ENSG00000067182	ENSMUSG00000030341	TNFRSF1A	0.35219691	0.379396	LPG	1.1921
ENSG00000162711	ENSMUSG00000032691	NLRP3	0.352488748	0.37861	LPG	1.191904
ENSG00000105755	ENSMUSG00000064254	ETHE1	0.352799245	0.377774	LPG	0.859669
ENSG00000168575	ENSMUSG00000037656	SLC20A2	0.35346105	0.375993	LPG	1.182271
ENSG00000165168	ENSMUSG00000015340	CYBB	0.354767006	0.372482	LPG	1.18146
ENSG00000137561	ENSMUSG00000073988	TTPA	0.354785988	0.372431	LPG	0.997845
ENSG00000165474	ENSMUSG00000046352	GJB2	0.356686812	0.367329	LPG	0.957569
ENSG00000122971	ENSMUSG00000029545	ACADS	0.356893056	0.366776	LPG	0.844749
ENSG00000115415	ENSMUSG00000026104	STAT1	0.35816052	0.36338	LPG	1.179356
ENSG00000169359	ENSMUSG00000027822	SLC33A1	0.358272189	0.363081	LPG	1.179287
ENSG00000062822	ENSMUSG00000038644	POLD1	0.358350252	0.362872	LPG	0.970898
ENSG00000169169	ENSMUSG00000007783	CPT1C	0.358826977	0.361596	LPG	0.994919
ENSG00000143224	ENSMUSG00000062729	PPOX	0.359836072	0.358897	LPG	0.626844
ENSG00000151498	ENSMUSG00000031969	ACAD8	0.360305247	0.357643	LPG	0.883083
ENSG00000204498	ENSMUSG00000042419	NFKBIL1	0.360472166	0.357197	LPG	0.643259
ENSG00000010671	ENSMUSG00000031264	BTK	0.362404132	0.35204	LPG	1.176735
ENSG00000152137	ENSMUSG00000041548	HSPB8	0.363626489	0.348782	LPG	0.840849
ENSG00000158828	ENSMUSG00000028756	PINK1	0.363796559	0.348329	LPG	1.184328
ENSG00000065618	ENSMUSG00000025064	COL17A1	0.365464506	0.34389	LPG	1.183217
ENSG00000147475	ENSMUSG00000031483	ERLIN2	0.365908696	0.342709	LPG	0.598414
ENSG00000122223	ENSMUSG00000004709	CD244	0.366801755	0.340336	LPG	0.638404
ENSG00000100934	ENSMUSG00000020986	SEC23A	0.369507887	0.333157	LPG	0.950576
ENSG00000095970	ENSMUSG00000023992	TREM2	0.37055076	0.330395	LPG	0.707585
ENSG00000032444	ENSMUSG00000004565	PNPLA6	0.370663713	0.330096	LPG	1.16714
ENSG00000185010	ENSMUSG00000031196	F8	0.371638065	0.327518	LPG	0.618836
ENSG00000060237	ENSMUSG00000045962	WNK1	0.371912605	0.326792	LPG	1.1709
ENSG00000085788	ENSMUSG00000061313	DDHD2	0.37380438	0.321794	LPG	0.835
ENSG00000072062	ENSMUSG00000005469	PRKACA	0.374327257	0.320414	LPG	0.846254
ENSG00000161610	ENSMUSG00000045471	HCRT	0.375804682	0.316518	LPG	0.982746
ENSG00000148053	ENSMUSG00000055254	NTRK2	0.3758062	0.316514	LPG	1.191796
ENSG00000105369	ENSMUSG00000003379	CD79A	0.379163681	0.307678	LPG	1.185475
ENSG00000121853	ENSMUSG00000051136	GHSR	0.382687116	0.298431	LPG	0.854281
ENSG00000165392	ENSMUSG00000031583	WRN	0.383421843	0.296506	LPG	1.171363
ENSG00000149575	ENSMUSG00000070304	SCN2B	0.384447726	0.29382	LPG	0.625012
ENSG00000169184	ENSMUSG00000070576	MN1	0.38458261	0.293467	LPG	0.982497
ENSG00000167642	ENSMUSG00000074227	SPINT2	0.385045067	0.292257	LPG	0.727208
ENSG00000197122	ENSMUSG00000027646	SRC	0.386462881	0.28855	LPG	1.169372
ENSG00000167632	ENSMUSG00000047921	TRAPPC9	0.386875086	0.287473	LPG	0.954229
ENSG00000171303	ENSMUSG00000049265	KCNK3	0.387135794	0.286792	LPG	0.622989
ENSG00000099940	ENSMUSG00000022765	SNAP29	0.387600678	0.285578	LPG	0.827151
ENSG00000115474	ENSMUSG00000079436	KCNJ13	0.387691835	0.28534	LPG	0.850854
ENSG00000130005	ENSMUSG00000020150	GAMT	0.387785297	0.285096	LPG	0.837994
ENSG00000101076	ENSMUSG00000017950	HNF4A	0.388758607	0.282556	LPG	1.167872
ENSG00000110057	ENSMUSG00000036908	UNC93B1	0.393310119	0.270702	LPG	1.176644
ENSG00000177455	ENSMUSG00000030724	CD19	0.396785623	0.261676	LPG	1.172476
ENSG00000006016	ENSMUSG00000007888	CRLF1	0.396972609	0.261191	LPG	0.566253
ENSG00000196839	ENSMUSG00000017697	ADA	0.397569582	0.259643	LPG	1.155381
ENSG00000156650	ENSMUSG00000021767	KAT6B	0.39935846	0.255008	LPG	1.150433
ENSG00000142867	ENSMUSG00000028191	BCL10	0.399490926	0.254665	LPG	1.160894
ENSG00000185129	ENSMUSG00000043991	PURA	0.400366337	0.252399	LPG	1.153707
ENSG00000277494	ENSMUSG00000022579	GPIHBP1	0.401239928	0.250139	LPG	0.599087
ENSG00000168944	ENSMUSG00000048799	CEP120	0.40231404	0.247362	LPG	0.577278
ENSG00000086300	ENSMUSG00000038301	SNX10	0.402548919	0.246755	LPG	0.954817
ENSG00000135241	ENSMUSG00000036257	PNPLA8	0.403373015	0.244626	LPG	0.818275
ENSG00000015532	ENSMUSG00000020868	XYLT2	0.403534479	0.244209	LPG	0.804483
ENSG00000073861	ENSMUSG00000001444	TBX21	0.404037172	0.242911	LPG	1.167452
ENSG00000132386	ENSMUSG00000000753	SERPINF1	0.4043587	0.242081	LPG	0.962646
ENSG00000125848	ENSMUSG00000051379	FLRT3	0.404924049	0.240622	LPG	0.966005
ENSG00000101292	ENSMUSG00000050558	PROKR2	0.406206213	0.237315	LPG	1.156554
ENSG00000128829	ENSMUSG00000005102	EIF2AK4	0.406446319	0.236696	LPG	0.964779
ENSG00000156970	ENSMUSG00000040084	BUB1B	0.40702132	0.235214	LPG	1.146028
ENSG00000127554	ENSMUSG00000040888	GFER	0.408132314	0.232352	LPG	0.836981
ENSG00000175283	ENSMUSG00000075419	DOLK	0.408209591	0.232153	LPG	0.713016
ENSG00000124608	ENSMUSG00000023938	AARS2	0.411888003	0.222691	LPG	0.571809
ENSG00000182866	ENSMUSG00000000409	LCK	0.413464466	0.218642	LPG	1.160314
ENSG00000089280	ENSMUSG00000030795	FUS	0.414279138	0.216551	LPG	0.955752
ENSG00000167941	ENSMUSG00000001494	SOST	0.414567927	0.21581	LPG	0.926564
ENSG00000155966	ENSMUSG00000031189	AFF2	0.414723837	0.21541	LPG	0.709063
ENSG00000120948	ENSMUSG00000041459	TARDBP	0.414834152	0.215127	LPG	0.82163
ENSG00000111752	ENSMUSG00000040669	PHC1	0.414989695	0.214728	LPG	1.158131
ENSG00000065427	ENSMUSG00000031948	KARS	0.414997103	0.214709	LPG	0.590045
ENSG00000164007	ENSMUSG00000066058	CLDN19	0.416101107	0.211878	LPG	0.82087
ENSG00000136936	ENSMUSG00000028329	XPA	0.416444806	0.210997	LPG	1.144139
ENSG00000218336	ENSMUSG00000031561	TENM3	0.418118564	0.206709	LPG	0.599932
ENSG00000100311	ENSMUSG00000000489	PDGFB	0.419595264	0.202929	LPG	1.142274
ENSG00000167244	ENSMUSG00000048583	IGF2	0.419723845	0.2026	LPG	1.147869
ENSG00000064195	ENSMUSG00000001510	DLX3	0.420249203	0.201256	LPG	0.705721
ENSG00000109501	ENSMUSG00000039474	WFS1	0.420971802	0.199408	LPG	1.138062
ENSG00000118004	ENSMUSG00000036655	COLEC11	0.421584342	0.197842	LPG	0.552584
ENSG00000013573	ENSMUSG00000035842	DDX11	0.422121156	0.19647	LPG	0.934109
ENSG00000081014	ENSMUSG00000001998	AP4E1	0.42412452	0.191353	LPG	1.136269
ENSG00000069431	ENSMUSG00000030249	ABCC9	0.424499416	0.190396	LPG	0.793671
ENSG00000163961	ENSMUSG00000014074	RNF168	0.424574247	0.190205	LPG	0.941233
ENSG00000173599	ENSMUSG00000024892	PC	0.424881042	0.189422	LPG	0.57346
ENSG00000183513	ENSMUSG00000026112	COA5	0.425392076	0.188118	LPG	0.724195
ENSG00000184056	ENSMUSG00000030534	VPS33B	0.426070251	0.186388	LPG	0.563762
ENSG00000160710	ENSMUSG00000027951	ADAR	0.426276491	0.185862	LPG	1.143681
ENSG00000186895	ENSMUSG00000031074	FGF3	0.427798426	0.181982	LPG	1.14271
ENSG00000181544	ENSMUSG00000047757	FANCB	0.429573541	0.17746	LPG	0.81282
ENSG00000078579	ENSMUSG00000031603	FGF20	0.429633234	0.177308	LPG	0.828844
ENSG00000214960	ENSMUSG00000043153	ISPD	0.429873199	0.176697	LPG	0.790918
ENSG00000184564	ENSMUSG00000045871	SLITRK6	0.429926615	0.176561	LPG	0.944954
ENSG00000120370	ENSMUSG00000040124	GORAB	0.43182372	0.171733	LPG	0.802477
ENSG00000143858	ENSMUSG00000026452	SYT2	0.433414369	0.167688	LPG	0.942558
ENSG00000127947	ENSMUSG00000028771	PTPN12	0.433435611	0.167634	LPG	0.943226
ENSG00000147155	ENSMUSG00000031168	EBP	0.437126357	0.158259	LPG	0.787213
ENSG00000233276	ENSMUSG00000063856	GPX1	0.437568833	0.157136	LPG	1.139083
ENSG00000156873	ENSMUSG00000030815	PHKG2	0.439067839	0.153333	LPG	0.565003
ENSG00000115020	ENSMUSG00000025949	PIKFYVE	0.440709351	0.149171	LPG	1.136448
ENSG00000140262	ENSMUSG00000032228	TCF12	0.440822978	0.148883	LPG	0.93748
ENSG00000185963	ENSMUSG00000037933	BICD2	0.445033275	0.13822	LPG	1.127319
ENSG00000106462	ENSMUSG00000029687	EZH2	0.447293225	0.132503	LPG	0.782038
ENSG00000125813	ENSMUSG00000037034	PAX1	0.447705318	0.131461	LPG	1.130071
ENSG00000101200	ENSMUSG00000037727	AVP	0.447741705	0.131369	LPG	0.810543
ENSG00000273079	ENSMUSG00000030209	GRIN2B	0.448783274	0.128736	LPG	1.134908
ENSG00000182287	ENSMUSG00000031367	AP1S2	0.44945991	0.127026	LPG	0.918757
ENSG00000128917	ENSMUSG00000027314	DLL4	0.450444262	0.124539	LPG	1.128339
ENSG00000181830	ENSMUSG00000049922	SLC35C1	0.451167581	0.122712	LPG	0.917803
ENSG00000197299	ENSMUSG00000030528	BLM	0.451804727	0.121103	LPG	0.907185
ENSG00000152223	ENSMUSG00000039840	EPG5	0.454348591	0.114682	LPG	1.11921
ENSG00000162769	ENSMUSG00000066595	FLVCR1	0.455557996	0.111631	LPG	0.915353
ENSG00000083307	ENSMUSG00000022286	GRHL2	0.455580594	0.111574	LPG	1.125095
ENSG00000166035	ENSMUSG00000032207	LIPC	0.45856166	0.104058	LPG	0.803392
ENSG00000131759	ENSMUSG00000037992	RARA	0.458711649	0.10368	LPG	1.121402
ENSG00000075415	ENSMUSG00000061904	SLC25A3	0.459665287	0.101277	LPG	0.802664
ENSG00000117305	ENSMUSG00000028672	HMGCL	0.459867712	0.100767	LPG	0.552685
ENSG00000174106	ENSMUSG00000048661	LEMD3	0.460905004	0.098154	LPG	0.697488
ENSG00000141485	ENSMUSG00000020805	SLC13A5	0.462185611	0.094929	LPG	0.92291
ENSG00000102172	ENSMUSG00000071708	SMS	0.462926756	0.093063	LPG	0.901447
ENSG00000114062	ENSMUSG00000025326	UBE3A	0.463716896	0.091074	LPG	1.113957
ENSG00000006638	ENSMUSG00000034881	TBXA2R	0.464622813	0.088794	LPG	0.91862
ENSG00000121691	ENSMUSG00000027187	CAT	0.46501146	0.087816	LPG	0.694419
ENSG00000162946	ENSMUSG00000043051	DISC1	0.465109224	0.08757	LPG	1.123274
ENSG00000101577	ENSMUSG00000024052	LPIN2	0.46568432	0.086123	LPG	0.920533
ENSG00000151224	ENSMUSG00000037798	MAT1A	0.466215762	0.084786	LPG	0.687106
ENSG00000133835	ENSMUSG00000024507	HSD17B4	0.466381924	0.084368	LPG	1.112465
ENSG00000113163	ENSMUSG00000021669	COL4A3BP	0.467318585	0.082012	LPG	1.114329
ENSG00000206561	ENSMUSG00000057606	COLQ	0.468945447	0.077921	LPG	0.668333
ENSG00000163421	ENSMUSG00000030069	PROK2	0.469622433	0.076219	LPG	0.546933
ENSG00000136720	ENSMUSG00000045216	HS6ST1	0.470975076	0.072819	LPG	0.91694
ENSG00000136908	ENSMUSG00000026810	DPM2	0.472728835	0.068412	LPG	0.53761
ENSG00000137672	ENSMUSG00000031997	TRPC6	0.473862078	0.065565	LPG	0.687814
ENSG00000126583	ENSMUSG00000078816	PRKCG	0.47413955	0.064868	LPG	0.779316
ENSG00000117594	ENSMUSG00000016194	HSD11B1	0.474666662	0.063544	LPG	1.108128
ENSG00000115657	ENSMUSG00000026198	ABCB6	0.475097859	0.062461	LPG	0.686892
ENSG00000076351	ENSMUSG00000020829	SLC46A1	0.475175104	0.062267	LPG	0.664868
ENSG00000121879	ENSMUSG00000027665	PIK3CA	0.475808225	0.060677	LPG	1.107194
ENSG00000104267	ENSMUSG00000027562	CA2	0.476729743	0.058363	LPG	0.909564
ENSG00000072756	ENSMUSG00000013736	TRNT1	0.4796779	0.050962	LPG	0.533742
ENSG00000111199	ENSMUSG00000014158	TRPV4	0.479864365	0.050494	LPG	0.892737
ENSG00000080819	ENSMUSG00000022742	CPOX	0.480213003	0.049619	LPG	0.533445
ENSG00000030304	ENSMUSG00000057280	MUSK	0.480574805	0.048711	LPG	1.104531
ENSG00000012048	ENSMUSG00000017146	BRCA1	0.480615847	0.048608	LPG	1.103188
ENSG00000147050	ENSMUSG00000037369	KDM6A	0.481895835	0.045396	LPG	1.103794
ENSG00000167207	ENSMUSG00000055994	NOD2	0.484645313	0.038498	LPG	1.102259
ENSG00000278540	ENSMUSG00000020532	ACACA	0.48535732	0.036712	LPG	0.550989
ENSG00000134324	ENSMUSG00000020593	LPIN1	0.486065786	0.034935	LPG	1.105922
ENSG00000274286	ENSMUSG00000058620	ADRA2B	0.486174631	0.034662	LPG	0.779424
ENSG00000177084	ENSMUSG00000007080	POLE	0.486949735	0.032718	LPG	0.778969
ENSG00000092439	ENSMUSG00000027365	TRPM7	0.490198974	0.02457	LPG	0.903911
ENSG00000117713	ENSMUSG00000007880	ARID1A	0.490238857	0.02447	LPG	0.901422
ENSG00000129675	ENSMUSG00000031133	ARHGEF6	0.49037685	0.024124	LPG	0.898437
ENSG00000011600	ENSMUSG00000030579	TYROBP	0.49108877	0.022339	LPG	1.098663
ENSG00000102977	ENSMUSG00000038000	ACD	0.491890062	0.02033	LPG	0.900428
ENSG00000116001	ENSMUSG00000071337	TIA1	0.491895247	0.020317	LPG	0.540433
ENSG00000100523	ENSMUSG00000037697	DDHD1	0.493894826	0.015304	LPG	0.774896
ENSG00000125384	ENSMUSG00000037759	PTGER2	0.4943025	0.014282	LPG	0.895365
ENSG00000175505	ENSMUSG00000040663	CLCF1	0.494716962	0.013243	LPG	0.661328
